row,Normal,Abuse,Arrest,Arson,Assault,Burglary,Explosion,Fighting,RoadAccidents,Robbery,Shooting,Shoplifting,Stealing,Vandalism
Normal,0.9999998807907104,0.8074415922164917,0.7658475637435913,0.7853224277496338,0.7887418270111084,0.8306695222854614,0.7198253870010376,0.7673212289810181,0.8726797699928284,0.8516205549240112,0.7563902139663696,0.8120609521865845,0.8630980253219604,0.8253555297851562
Abuse,0.8074415922164917,1.0000003576278687,0.6979779601097107,0.9231594800949097,0.9542909860610962,0.9360008239746094,0.9184771180152893,0.9346768856048584,0.8262807130813599,0.906734824180603,0.9139349460601807,0.8579886555671692,0.8911814093589783,0.9338109493255615
Arrest,0.7658475637435913,0.6979779601097107,0.9999999403953552,0.6076617240905762,0.6705179214477539,0.7170366644859314,0.49383068084716797,0.6350659728050232,0.8051718473434448,0.8051050901412964,0.6500427722930908,0.6522700786590576,0.8281015157699585,0.6686350703239441
Arson,0.7853224277496338,0.9231594800949097,0.6076617240905762,0.9999997615814209,0.9074553847312927,0.891326904296875,0.9330368041992188,0.90022873878479,0.7769681215286255,0.8601967692375183,0.9165799617767334,0.8436923027038574,0.8362199068069458,0.9234157800674438
Assault,0.7887418270111084,0.9542909860610962,0.6705179214477539,0.9074553847312927,0.9999996423721313,0.9097259640693665,0.9133647084236145,0.9604653716087341,0.8079406023025513,0.901263952255249,0.9251750707626343,0.852390468120575,0.8683727979660034,0.9185647964477539
Burglary,0.8306695222854614,0.9360008239746094,0.7170366644859314,0.891326904296875,0.9097259640693665,0.9999998807907104,0.8771794438362122,0.8856285810470581,0.8173362016677856,0.901248574256897,0.8895649313926697,0.8658980131149292,0.9085463285446167,0.9239485263824463
Explosion,0.7198253870010376,0.9184771180152893,0.49383068084716797,0.9330368041992188,0.9133647084236145,0.8771794438362122,1.0,0.9194397926330566,0.6996539831161499,0.7951036095619202,0.8944625854492188,0.8248328566551208,0.7689840793609619,0.9020916223526001
Fighting,0.7673212289810181,0.9346768856048584,0.6350659728050232,0.90022873878479,0.9604653716087341,0.8856285810470581,0.9194397926330566,0.9999998807907104,0.7728676795959473,0.8577772378921509,0.89188152551651,0.8230373859405518,0.8233227729797363,0.9001823663711548
RoadAccidents,0.8726797699928284,0.8262807130813599,0.8051718473434448,0.7769681215286255,0.8079406023025513,0.8173362016677856,0.6996539831161499,0.7728676795959473,1.0,0.8656938076019287,0.7674686908721924,0.7603733539581299,0.8764943480491638,0.8314608335494995
Robbery,0.8516205549240112,0.906734824180603,0.8051050901412964,0.8601967692375183,0.901263952255249,0.901248574256897,0.7951036095619202,0.8577772378921509,0.8656938076019287,1.0,0.8893395662307739,0.8755710124969482,0.9529435038566589,0.9011067152023315
Shooting,0.7563902139663696,0.9139349460601807,0.6500427722930908,0.9165799617767334,0.9251750707626343,0.8895649313926697,0.8944625854492188,0.89188152551651,0.7674686908721924,0.8893395662307739,1.0,0.836277425289154,0.8519558906555176,0.9057250022888184
Shoplifting,0.8120609521865845,0.8579886555671692,0.6522700786590576,0.8436923027038574,0.852390468120575,0.8658980131149292,0.8248328566551208,0.8230373859405518,0.7603733539581299,0.8755710124969482,0.836277425289154,1.0000004768371582,0.8830140829086304,0.8646517992019653
Stealing,0.8630980253219604,0.8911814093589783,0.8281015157699585,0.8362199068069458,0.8683727979660034,0.9085463285446167,0.7689840793609619,0.8233227729797363,0.8764943480491638,0.9529435038566589,0.8519558906555176,0.8830140829086304,1.000000238418579,0.8936061859130859
Vandalism,0.8253555297851562,0.9338109493255615,0.6686350703239441,0.9234157800674438,0.9185647964477539,0.9239485263824463,0.9020916223526001,0.9001823663711548,0.8314608335494995,0.9011067152023315,0.9057250022888184,0.8646517992019653,0.8936061859130859,1.0
