video_id,label,num_frames,positive_frames,baseline_classifier_mean,baseline_classifier_max,baseline_classifier_positive_mean,baseline_classifier_negative_mean,baseline_classifier_auc,baseline_classifier_ap,baseline_alignment_mean,baseline_alignment_max,baseline_alignment_positive_mean,baseline_alignment_negative_mean,baseline_alignment_auc,baseline_alignment_ap,manual_classifier_mean,delta_classifier_mean,manual_classifier_max,delta_classifier_max,manual_classifier_positive_mean,delta_classifier_positive_mean,manual_classifier_negative_mean,delta_classifier_negative_mean,manual_classifier_auc,delta_classifier_auc,manual_classifier_ap,delta_classifier_ap,manual_alignment_mean,delta_alignment_mean,manual_alignment_max,delta_alignment_max,manual_alignment_positive_mean,delta_alignment_positive_mean,manual_alignment_negative_mean,delta_alignment_negative_mean,manual_alignment_auc,delta_alignment_auc,manual_alignment_ap,delta_alignment_ap
Abuse028_x264,Abuse,1408,75,0.8617116808891296,0.9985138773918152,0.9662609100341797,0.8558292984962463,51.73643410852713,6.367688064496575,0.9958226680755615,0.9996578693389893,0.9981895089149475,0.9956895112991333,49.59189797449362,6.150696596618814,0.8778333067893982,0.016121625900268555,0.9999436140060425,0.001429736614227295,0.9953566193580627,0.029095709323883057,0.8712208867073059,0.01539158821105957,51.73643410852713,0.0,6.3774828767304115,0.009794812233836048,0.9865875244140625,-0.009235143661499023,0.9998577237129211,0.00019985437393188477,0.9990701079368591,0.0008805990219116211,0.9858852624893188,-0.009804248809814453,52.69667416854213,3.1047761940485117,6.4077330077330075,0.2570364111141936
Abuse030_x264,Abuse,1536,85,0.9929139614105225,0.9998125433921814,0.999457597732544,0.9925305843353271,69.11541735922488,9.577626597772973,0.9960942268371582,0.9987035393714905,0.9976728558540344,0.9960017800331116,49.40973770624721,6.223381187835201,0.9556453824043274,-0.03726857900619507,0.999785840511322,-2.6702880859375e-05,0.999523937702179,6.633996963500977e-05,0.9530750513076782,-0.039455533027648926,69.20622694287914,0.09080958365426284,9.476890610714142,-0.10073598705883136,0.9961580634117126,6.383657455444336e-05,0.9998349547386169,0.0011314153671264648,0.9988862872123718,0.0012134313583374023,0.995998203754425,-3.5762786865234375e-06,45.050877690842015,-4.358860015405199,5.829536458372474,-0.3938447294627263
Arrest001_x264,Arrest,2368,300,0.4518764019012451,0.9980471134185791,0.9698720574378967,0.3767319321632385,98.38426821405545,90.03403346653347,0.6530710458755493,0.9905329346656799,0.9810068607330322,0.6054981350898743,99.59896840747905,97.37133478437828,0.137563556432724,-0.3143128454685211,0.9908418655395508,-0.00720524787902832,0.7800554037094116,-0.1898166537284851,0.04435877129435539,-0.33237316086888313,98.86911669890392,0.4848484848484702,92.86026163379104,2.826228167257568,0.39407894015312195,-0.25899210572242737,0.969425618648529,-0.02110731601715088,0.8655459880828857,-0.11546087265014648,0.3256842792034149,-0.27981385588645935,98.60348162475823,-0.9954867827208176,92.35316210826402,-5.018172676114261
Arrest007_x264,Arrest,3136,630,0.7880198955535889,0.9999284744262695,0.9957724809646606,0.7357915639877319,99.70622886025919,99.15736607142858,0.9165781736373901,0.9999218583106995,0.9993320107460022,0.895774245262146,99.90891701186993,99.6533658140801,0.600059449672699,-0.1879604458808899,0.9999450445175171,1.6570091247558594e-05,0.978969395160675,-0.016803085803985596,0.5048027038574219,-0.23098886013031006,95.99298192275049,-3.7132469375087,87.26775449346692,-11.88961157796166,0.8676861524581909,-0.04889202117919922,0.9989782571792603,-0.000943601131439209,0.9943119883537292,-0.005020022392272949,0.8358527421951294,-0.0599215030670166,98.37254082266054,-1.536376189209392,95.50901331549203,-4.144352498588077
Arrest024_x264,Arrest,3616,2100,0.9995573163032532,0.9999921321868896,0.9998852610588074,0.9991028904914856,51.493152406081165,55.06442484182102,0.9997256398200989,0.9999205470085144,0.9997170567512512,0.9997373223304749,39.684633747958294,48.4604455660679,0.9988034963607788,-0.0007538199424743652,0.9999938011169434,1.6689300537109375e-06,0.9998111724853516,-7.408857345581055e-05,0.9974076747894287,-0.0016952157020568848,54.25706747078779,2.763915064706623,63.11455744160217,8.05013259978115,0.9985830187797546,-0.0011426210403442383,0.9994791150093079,-0.00044143199920654297,0.9986925721168518,-0.001024484634399414,0.9984312653541565,-0.0013060569763183594,52.64304560874482,12.958411860786526,59.91955130276499,11.45910573669709
Arrest030_x264,Arrest,8640,1665,0.9869815111160278,0.9999940395355225,0.9999823570251465,0.9838781356811523,94.27715457392877,78.17053623625138,0.9984167218208313,0.9999738335609436,0.9999187588691711,0.9980581998825073,80.21709020848806,34.57953957658516,0.9907379150390625,0.003756403923034668,0.9999990463256836,5.0067901611328125e-06,0.9999938607215881,1.150369644165039e-05,0.9885283708572388,0.004650235176086426,84.03647949024293,-10.240675083685844,45.706836766596965,-32.463699469654415,0.9994982481002808,0.0010815262794494629,0.9999583959579468,-1.5437602996826172e-05,0.9998926520347595,-2.6106834411621094e-05,0.9994041323661804,0.0013459324836730957,53.40180180180181,-26.81528840668625,18.760263438656267,-15.819276137928895
Arrest039_x264,Arrest,15824,3120,0.31562724709510803,0.9983789920806885,0.42451947927474976,0.28888413310050964,59.54397565071369,23.391684099129716,0.3831726312637329,0.9992027878761292,0.4598191976547241,0.364348828792572,60.59185881289155,22.01382464863371,0.11419057846069336,-0.20143666863441467,0.9938206076622009,-0.004558384418487549,0.17520774900913239,-0.24931173026561737,0.09920525550842285,-0.1896788775920868,65.91523768003617,6.37126202932248,27.944942052726418,4.553257953596702,0.1877938210964203,-0.19537881016731262,0.9762793183326721,-0.02292346954345703,0.17812839150428772,-0.2816908061504364,0.19016757607460022,-0.1741812527179718,62.67644351869793,2.0845847058063782,23.539167916686683,1.5253432680529713
Arson007_x264,Arson,6240,3450,0.957899808883667,0.9958055019378662,0.947363555431366,0.9709285497665405,40.183242428964725,47.75016439106431,0.9967396259307861,0.9988159537315369,0.9957154393196106,0.9980061054229736,20.153114123941616,44.81253779436939,0.9140953421592712,-0.04380446672439575,0.9995830655097961,0.0037775635719299316,0.8917569518089294,-0.05560660362243652,0.9417180418968201,-0.02921050786972046,42.9851332398317,2.801890810866972,50.78437539728631,3.0342110062220016,0.9789540767669678,-0.01778554916381836,0.9990587830543518,0.0002428293228149414,0.9666573405265808,-0.029058098793029785,0.9941596388816833,-0.003846466541290283,28.885917614669367,8.73280349072775,45.06929041807163,0.2567526237022406
Arson009_x264,Arson,736,95,0.9960964918136597,0.9998841285705566,0.9980766177177429,0.9958029389381409,36.82322029723294,11.619719789387476,0.9986822605133057,0.9999508857727051,0.9986799359321594,0.9986826777458191,34.32712045323918,11.23853200278029,0.9957913160324097,-0.00030517578125,0.9996839761734009,-0.00020015239715576172,0.9965255856513977,-0.0015510320663452148,0.9956824779510498,-0.00012046098709106445,37.53263814763117,0.7094178503982249,11.672452582909742,0.05273279352226545,0.998702347278595,2.008676528930664e-05,0.9995540976524353,-0.0003967881202697754,0.9987531304359436,7.319450378417969e-05,0.9986949563026428,1.2278556823730469e-05,35.6408572132359,1.313736759996715,11.33317389774246,0.09464189496216946
Arson010_x264,Arson,3152,345,0.7839153409004211,0.9961961507797241,0.9833076596260071,0.7594085931777954,80.42662494901462,25.722674832918095,0.9570447206497192,0.9945799112319946,0.9928075671195984,0.9526492357254028,82.84542267519606,25.613980936556967,0.7778799533843994,-0.0060353875160217285,0.998741090297699,0.0025449395179748535,0.9954642653465271,0.01215660572052002,0.751137375831604,-0.008271217346191406,87.08657961720957,6.659954668194942,31.71761163130312,5.994936798385027,0.9558820128440857,-0.001162707805633545,0.9973459839820862,0.0027660727500915527,0.9956555962562561,0.002848029136657715,0.9509935975074768,-0.0016556382179260254,78.90165889623766,-3.943763778958399,21.744661017441913,-3.8693199191150534
