eval_video_label,prompt_class_name,prompt_class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin
Abuse,Normal,0,0,pedestrians walking calmly along an ordinary street,42.10847701149426,4.811787175080151,0.5691221952438354,0.6196573376655579,-0.05053514242172241
Abuse,Normal,0,1,people waiting and talking in a public area,42.007902298850574,4.876763906476793,0.620874285697937,0.6696348786354065,-0.04876059293746948
Abuse,Normal,0,2,vehicles moving steadily through regular traffic,42.377873563218394,4.839644336338495,0.6352669596672058,0.6775488257408142,-0.0422818660736084
Abuse,Normal,0,3,customers standing calmly near store counters,39.45043103448276,4.582631227387606,0.6010335683822632,0.6602150797843933,-0.05918151140213013
Abuse,Normal,0,4,people entering and exiting buildings at normal pace,40.58548850574712,4.737864320343708,0.6369016170501709,0.692487895488739,-0.055586278438568115
Abuse,Abuse,1,0,a vulnerable victim enduring repeated close range mistreatment,60.1580459770115,6.867902360308624,0.9097276926040649,0.7720029950141907,0.13772469758987427
Abuse,Abuse,1,1,a stronger aggressor controlling a weaker victim indoors,62.73347701149425,7.678595086297982,0.9140717387199402,0.7797732949256897,0.1342984437942505
Abuse,Abuse,1,2,a helpless person recoiling from sustained physical abuse,65.35560344827586,9.18744248705116,0.815024197101593,0.678203284740448,0.13682091236114502
Abuse,Abuse,1,3,a defenseless victim shielding from repeated aggressive contact,57.64727011494253,6.523742149153952,0.9255361557006836,0.818493127822876,0.10704302787780762
Abuse,Abuse,1,4,an aggressor dragging or overpowering a vulnerable person,64.01939655172414,8.442265925253936,0.9494353532791138,0.8534080982208252,0.09602725505828857
Abuse,Arrest,2,0,uniformed police placing handcuffs on a detained suspect,64.9066091954023,9.261719924070619,0.9335319399833679,0.8367770910263062,0.09675484895706177
Abuse,Arrest,2,1,officers escorting a handcuffed person toward a patrol car,63.10344827586207,7.530866306189503,0.698954701423645,0.5770657658576965,0.12188893556594849
Abuse,Arrest,2,2,a handcuffed suspect standing between multiple police officers,61.713362068965516,7.299848760300037,0.8771592974662781,0.7304537296295166,0.14670556783676147
Abuse,Arrest,2,3,law enforcement securing a suspect during formal custody,68.36925287356323,11.109929969185256,0.8988019824028015,0.7623244524002075,0.136477530002594
Abuse,Arrest,2,4,a detained person kneeling while officers apply restraints,65.20833333333333,8.635255565205355,0.9127168655395508,0.7835351228713989,0.12918174266815186
Abuse,Arson,3,0,a person lighting flammable material before flames spread,56.9360632183908,6.395797523271124,0.9735358953475952,0.9194186925888062,0.05411720275878906
Abuse,Arson,3,1,a person pouring accelerant before visible fire grows,65.16163793103448,7.819059339830312,0.9505916833877563,0.853223979473114,0.09736770391464233
Abuse,Arson,3,2,a lighter touching a surface before ignition begins,69.9353448275862,12.584573614250418,0.9048355221748352,0.7853540182113647,0.11948150396347046
Abuse,Arson,3,3,small flames expanding after deliberate human ignition,70.41307471264369,17.685160553808394,0.8168216943740845,0.6854844093322754,0.13133728504180908
Abuse,Arson,3,4,a person retreating as planted fire starts spreading,68.4662356321839,9.872434372152087,0.9081655740737915,0.7678788900375366,0.14028668403625488
Abuse,Assault,4,0,a single attacker lunging with a direct strike,66.46192528735632,13.494622057999134,0.8793686628341675,0.7810972332954407,0.0982714295387268
Abuse,Assault,4,1,a one-sided attack with punches and defensive movement,61.422413793103445,8.169711855769524,0.9395745992660522,0.8615263104438782,0.07804828882217407
Abuse,Assault,4,2,an aggressor kicking a fallen victim on pavement,69.52945402298852,16.48834856132995,0.8354688882827759,0.6959589719772339,0.139509916305542
Abuse,Assault,4,3,a victim stumbling backward after a sudden hit,60.44899425287357,7.343972277265517,0.8806607127189636,0.7599515318870544,0.12070918083190918
Abuse,Assault,4,4,an attacker chasing one target while striking repeatedly,61.60201149425287,7.765316231458227,0.8808112144470215,0.7719354629516602,0.10887575149536133
Abuse,Burglary,5,0,an intruder forcing entry through a locked doorway,65.1544540229885,8.81274057804303,0.7828476428985596,0.6434875130653381,0.13936012983322144
Abuse,Burglary,5,1,a person prying a lock before entering property,67.23419540229885,13.601418885740557,0.929517924785614,0.8567066192626953,0.0728113055229187
Abuse,Burglary,5,2,a masked intruder breaking into a closed building,59.88146551724138,7.156387903547692,0.8708453178405762,0.7537601590156555,0.11708515882492065
Abuse,Burglary,5,3,a person climbing through a window into private space,46.45833333333333,5.187690939227593,0.9798221588134766,0.9756438136100769,0.004178345203399658
Abuse,Burglary,5,4,an intruder entering rooms after damaging an entry point,51.13505747126437,5.605209024672799,0.9657624959945679,0.9446215629577637,0.0211409330368042
Abuse,Explosion,6,0,an instant detonation expanding from a blast center,69.83836206896552,12.249187474899177,0.8235272169113159,0.6616899967193604,0.16183722019195557
Abuse,Explosion,6,1,a shockwave pushing fragments outward within seconds,67.32040229885058,10.346763682614101,0.9008409380912781,0.7617124319076538,0.13912850618362427
Abuse,Explosion,6,2,a structure bursting apart from explosive force,70.26939655172414,11.997746601499504,0.8023784756660461,0.6587452292442322,0.14363324642181396
Abuse,Explosion,6,3,a concentrated blast throwing debris radially outward,68.71408045977012,13.802338123698984,0.7987003922462463,0.6541997194290161,0.14450067281723022
Abuse,Explosion,6,4,a sudden pressure wave following a visible detonation,71.12787356321839,9.432743507943558,0.9216402173042297,0.8003557324409485,0.12128448486328125
Abuse,Fighting,7,0,two groups mutually exchanging punches in a brawl,65.9375,9.434729578308819,0.7892895936965942,0.6383053064346313,0.1509842872619629
Abuse,Fighting,7,1,multiple participants striking each other during mutual combat,50.219109195402304,5.552669946826274,0.9353698492050171,0.887764573097229,0.047605276107788086
Abuse,Fighting,7,2,opponents separating and reengaging in group fighting,66.92528735632183,11.196629776634085,0.8093690872192383,0.6823721528053284,0.1269969344139099
Abuse,Fighting,7,3,several combatants grappling and swinging simultaneously,63.5919540229885,8.070670102454889,0.9327632784843445,0.8487206101417542,0.08404266834259033
Abuse,Fighting,7,4,two sides clashing back and forth in public,65.61063218390805,9.376781533244225,0.915496826171875,0.7931569218635559,0.12233990430831909
Abuse,RoadAccidents,8,0,a vehicle collision causing roadway impact and disruption,65.38074712643677,14.334535316657027,0.9221080541610718,0.8672466278076172,0.05486142635345459
Abuse,RoadAccidents,8,1,a car striking a pedestrian or cyclist on road,66.97557471264368,16.154811438892317,0.9148367643356323,0.8310915231704712,0.08374524116516113
Abuse,RoadAccidents,8,2,a motorbike sliding across a lane after collision,63.87212643678162,14.205578129945362,0.9304353594779968,0.8727113604545593,0.0577239990234375
Abuse,RoadAccidents,8,3,vehicles swerving before colliding in traffic,59.956896551724135,13.913515232405476,0.9503036737442017,0.9258861541748047,0.024417519569396973
Abuse,RoadAccidents,8,4,a crashed vehicle blocking lanes after impact,61.634339080459775,14.028384904555748,0.9041942358016968,0.8479884266853333,0.056205809116363525
Abuse,Robbery,9,0,a threatening person forcing a victim to surrender valuables,47.27011494252874,5.252579853365455,0.9234554171562195,0.9100742340087891,0.01338118314743042
Abuse,Robbery,9,1,a victim handing belongings under close range intimidation,49.518678160919535,5.514040707303006,0.9715564846992493,0.9435731768608093,0.02798330783843994
Abuse,Robbery,9,2,an attacker cornering a victim and seizing items,64.1235632183908,8.864933999829992,0.8246232867240906,0.6851067543029785,0.13951653242111206
Abuse,Robbery,9,3,a person brandishing a weapon to demand property,63.128591954022994,7.56937171689028,0.8972263336181641,0.7694984674453735,0.12772786617279053
Abuse,Robbery,9,4,a robber confronting a victim before taking belongings,48.98706896551724,5.412262830767918,0.9535338282585144,0.9448305368423462,0.008703291416168213
Abuse,Shooting,10,0,an armed person aiming and firing a firearm,68.82902298850576,13.449033784864461,0.8807560205459595,0.7514920234680176,0.1292639970779419
Abuse,Shooting,10,1,a visible muzzle flash from a discharged gun,64.91020114942529,7.70315458483022,0.8779056668281555,0.7271654605865479,0.15074020624160767
Abuse,Shooting,10,2,a shooter raising a gun before firing,69.44324712643679,8.692709111947602,0.9187696576118469,0.8254972696304321,0.0932723879814148
Abuse,Shooting,10,3,a person firing a handgun in surveillance footage,68.94755747126436,12.98165801805698,0.8171774744987488,0.6687737703323364,0.14840370416641235
Abuse,Shooting,10,4,an armed shooter discharging a weapon toward people,65.20833333333333,8.028699157908061,0.7790858149528503,0.617911696434021,0.16117411851882935
Abuse,Shoplifting,11,0,a shopper concealing merchandise inside clothing or bag,57.8125,6.463576297409379,0.8392656445503235,0.7762320637702942,0.0630335807800293
Abuse,Shoplifting,11,1,a person hiding a retail item while browsing shelves,68.45186781609196,17.457642123432933,0.7578005790710449,0.6789213418960571,0.07887923717498779
Abuse,Shoplifting,11,2,store goods disappearing beneath a jacket while shopping,60.30531609195402,6.812090811558473,0.7812722325325012,0.7505528330802917,0.030719399452209473
Abuse,Shoplifting,11,3,a shopper slipping merchandise into a bag in aisle,61.458333333333336,7.041031697382707,0.8202740550041199,0.7703801989555359,0.049893856048583984
Abuse,Shoplifting,11,4,a customer exiting retail space with concealed merchandise,65.56752873563218,9.947115164007053,0.7585854530334473,0.668770968914032,0.08981448411941528
Abuse,Stealing,12,0,a person taking unattended property and leaving quickly,50.319683908045974,6.686567303252463,0.9762235879898071,0.9661054015159607,0.010118186473846436
Abuse,Stealing,12,1,"a thief grabbing a bicycle, bag, phone, or object",69.95689655172414,15.010800666647665,0.7665830850601196,0.632645845413208,0.13393723964691162
Abuse,Stealing,12,2,a suspect carrying property while the owner is distracted,68.433908045977,17.4633869229646,0.9319202303886414,0.8406001329421997,0.09132009744644165
Abuse,Stealing,12,3,a person pocketing an unattended item and changing direction,53.753591954022994,7.837449954586361,0.9708385467529297,0.9607763886451721,0.010062158107757568
Abuse,Stealing,12,4,a thief quietly removing property from public space,69.6264367816092,22.92269798464394,0.8818379640579224,0.805561900138855,0.07627606391906738
Abuse,Vandalism,13,0,a person smashing a window or door with force,68.80747126436782,13.951344485502831,0.838426947593689,0.6996415257453918,0.13878542184829712
Abuse,Vandalism,13,1,a suspect spraying graffiti directly onto public property,60.90876436781609,7.5445236904275985,0.9796648025512695,0.9696569442749023,0.010007858276367188
Abuse,Vandalism,13,2,a person breaking glass with repeated tool impacts,69.06968390804597,16.539027840964742,0.8461907505989075,0.7132588028907776,0.13293194770812988
Abuse,Vandalism,13,3,someone striking fixtures until visible damage appears,72.08333333333334,17.750463022566663,0.8766873478889465,0.7767309546470642,0.09995639324188232
Abuse,Vandalism,13,4,a person deliberately damaging property with tools or kicks,68.3153735632184,18.777186446336884,0.9705837368965149,0.9209213852882385,0.04966235160827637
Arrest,Normal,0,0,pedestrians walking calmly along an ordinary street,43.61016116737944,21.00051672237672,0.4220839738845825,0.45954546332359314,-0.03746148943901062
Arrest,Normal,0,1,people waiting and talking in a public area,33.813764235903975,16.737754016201713,0.47379225492477417,0.5509514808654785,-0.07715922594070435
Arrest,Normal,0,2,vehicles moving steadily through regular traffic,40.11627966737399,19.30330265866949,0.5124877691268921,0.5679870247840881,-0.055499255657196045
Arrest,Normal,0,3,customers standing calmly near store counters,34.90908459372554,17.176891309141713,0.524013340473175,0.6001719236373901,-0.07615858316421509
Arrest,Normal,0,4,people entering and exiting buildings at normal pace,40.798953058681434,18.658600436659544,0.46494796872138977,0.5196003317832947,-0.05465236306190491
Arrest,Abuse,1,0,a vulnerable victim enduring repeated close range mistreatment,61.2720043055895,30.474857134013273,0.5853965282440186,0.39173588156700134,0.1936606466770172
Arrest,Abuse,1,1,a stronger aggressor controlling a weaker victim indoors,64.16006431669213,32.0152737580486,0.5686678290367126,0.35995200276374817,0.20871582627296448
Arrest,Abuse,1,2,a helpless person recoiling from sustained physical abuse,64.56674459461885,34.46039699163437,0.559975266456604,0.34580162167549133,0.21417364478111267
Arrest,Abuse,1,3,a defenseless victim shielding from repeated aggressive contact,61.751635495113376,30.641111268805908,0.589171826839447,0.39591994881629944,0.19325187802314758
Arrest,Abuse,1,4,an aggressor dragging or overpowering a vulnerable person,63.6907655885636,32.766990135362796,0.5724037885665894,0.36745786666870117,0.20494592189788818
Arrest,Arrest,2,0,uniformed police placing handcuffs on a detained suspect,64.32235665727097,37.81435743382697,0.580069899559021,0.38326069712638855,0.19680920243263245
Arrest,Arrest,2,1,officers escorting a handcuffed person toward a patrol car,63.87582430217464,36.35821910647844,0.557263970375061,0.35633549094200134,0.2009284794330597
Arrest,Arrest,2,2,a handcuffed suspect standing between multiple police officers,64.77681811384562,36.03704023555196,0.5728512406349182,0.36165186762809753,0.21119937300682068
Arrest,Arrest,2,3,law enforcement securing a suspect during formal custody,66.15858719381089,41.232780609321615,0.5519465804100037,0.33353814482688904,0.21840843558311462
Arrest,Arrest,2,4,a detained person kneeling while officers apply restraints,65.79009848983837,37.10769679837794,0.5837534666061401,0.3894602060317993,0.19429326057434082
Arrest,Arson,3,0,a person lighting flammable material before flames spread,64.74179261898871,37.221618733808526,0.553852379322052,0.35506951808929443,0.19878286123275757
Arrest,Arson,3,1,a person pouring accelerant before visible fire grows,64.98435718079625,36.4256701543591,0.559273898601532,0.34775447845458984,0.21151942014694214
Arrest,Arson,3,2,a lighter touching a surface before ignition begins,66.9434808452587,38.48770970277294,0.5397059917449951,0.31997740268707275,0.21972858905792236
Arrest,Arson,3,3,small flames expanding after deliberate human ignition,66.77401417739036,38.475018888869734,0.5464048981666565,0.32904648780822754,0.21735841035842896
Arrest,Arson,3,4,a person retreating as planted fire starts spreading,66.84181276202489,38.04156800938971,0.5508344173431396,0.33266404271125793,0.2181703746318817
Arrest,Assault,4,0,a single attacker lunging with a direct strike,66.66134625347844,40.06606230564114,0.5702486634254456,0.3612496554851532,0.20899900794029236
Arrest,Assault,4,1,a one-sided attack with punches and defensive movement,62.304988260406134,35.79246857767701,0.5855181813240051,0.3839753568172455,0.20154282450675964
Arrest,Assault,4,2,an aggressor kicking a fallen victim on pavement,67.08469512349086,39.59366351643246,0.5590657591819763,0.33718061447143555,0.22188514471054077
Arrest,Assault,4,3,a victim stumbling backward after a sudden hit,64.54195622125977,34.127884779343006,0.5691255331039429,0.35203832387924194,0.21708720922470093
Arrest,Assault,4,4,an attacker chasing one target while striking repeatedly,65.37240645374635,34.62247616787146,0.5834882855415344,0.38584962487220764,0.19763866066932678
Arrest,Burglary,5,0,an intruder forcing entry through a locked doorway,65.13026694898201,36.08720592823046,0.5474008917808533,0.3290977478027344,0.2183031439781189
Arrest,Burglary,5,1,a person prying a lock before entering property,61.513897515618545,41.18780046229833,0.537439227104187,0.340158075094223,0.197281152009964
Arrest,Burglary,5,2,a masked intruder breaking into a closed building,63.37362933690085,32.42997318635031,0.5658970475196838,0.35600438714027405,0.2098926603794098
Arrest,Burglary,5,3,a person climbing through a window into private space,53.07784996712884,23.45037777407479,0.5976371169090271,0.4783499538898468,0.1192871630191803
