class_name,Normal,Abuse,Arrest,Arson,Assault,Burglary,Explosion,Fighting,RoadAccidents,Robbery,Shooting,Shoplifting,Stealing,Vandalism
Normal,0.9999998807907104,0.054027605801820755,0.02676522359251976,0.08103080093860626,0.0788988396525383,0.09945978969335556,0.10236522555351257,0.09226296842098236,0.1904003918170929,0.01594439335167408,0.06413980573415756,0.11353793740272522,0.16648565232753754,0.14107893407344818
Abuse,0.054027605801820755,1.0,0.9074356555938721,0.9089658856391907,0.9452634453773499,0.9132656455039978,0.9148142337799072,0.9350997805595398,0.7883483171463013,0.8843694925308228,0.8852442502975464,0.8587652444839478,0.8803781270980835,0.9164688587188721
Arrest,0.02676522359251976,0.9074356555938721,1.0,0.8648076057434082,0.8578668832778931,0.8730418682098389,0.8624352216720581,0.8645744919776917,0.8013393878936768,0.850628137588501,0.9069561958312988,0.8499635457992554,0.8618680834770203,0.8984941244125366
Arson,0.08103080093860626,0.9089658856391907,0.8648076057434082,0.9999997615814209,0.8736881613731384,0.872570276260376,0.9456455707550049,0.896303653717041,0.8083393573760986,0.8079522848129272,0.8931043148040771,0.8548869490623474,0.8584400415420532,0.9242681860923767
Assault,0.0788988396525383,0.9452634453773499,0.8578668832778931,0.8736881613731384,0.9999998807907104,0.8632869720458984,0.9024742841720581,0.9457154273986816,0.7682892680168152,0.8191724419593811,0.8878084421157837,0.829325258731842,0.853935718536377,0.8914717435836792
Burglary,0.09945978969335556,0.9132656455039978,0.8730418682098389,0.872570276260376,0.8632869720458984,0.9999998807907104,0.8493050932884216,0.8734980225563049,0.8100740313529968,0.9235069751739502,0.8298378586769104,0.8561369776725769,0.9243713021278381,0.9095401763916016
Explosion,0.10236522555351257,0.9148142337799072,0.8624352216720581,0.9456455707550049,0.9024742841720581,0.8493050932884216,0.9999999403953552,0.9126704931259155,0.7677246332168579,0.7485270500183105,0.9227107167243958,0.860332190990448,0.8275976181030273,0.9196693897247314
Fighting,0.09226296842098236,0.9350997805595398,0.8645744919776917,0.896303653717041,0.9457154273986816,0.8734980225563049,0.9126704931259155,1.000000238418579,0.7996382117271423,0.8152241706848145,0.8784317970275879,0.8400329351425171,0.8604077100753784,0.9047436714172363
RoadAccidents,0.1904003918170929,0.7883483171463013,0.8013393878936768,0.8083393573760986,0.7682892680168152,0.8100740313529968,0.7677246332168579,0.7996382117271423,0.9999996423721313,0.7776833772659302,0.757548451423645,0.767179548740387,0.8564392328262329,0.8558174967765808
Robbery,0.01594439335167408,0.8843694925308228,0.850628137588501,0.8079522848129272,0.8191724419593811,0.9235069751739502,0.7485270500183105,0.8152241706848145,0.7776833772659302,0.9999998807907104,0.7585391998291016,0.8120750188827515,0.8986201286315918,0.8400827646255493
Shooting,0.06413980573415756,0.8852442502975464,0.9069561958312988,0.8931043148040771,0.8878084421157837,0.8298378586769104,0.9227107167243958,0.8784317970275879,0.757548451423645,0.7585391998291016,0.999999463558197,0.8461793065071106,0.8141872882843018,0.9137498140335083
Shoplifting,0.11353793740272522,0.8587652444839478,0.8499635457992554,0.8548869490623474,0.829325258731842,0.8561369776725769,0.860332190990448,0.8400329351425171,0.767179548740387,0.8120750188827515,0.8461793065071106,0.9999997615814209,0.8747512102127075,0.8925522565841675
Stealing,0.16648565232753754,0.8803781270980835,0.8618680834770203,0.8584400415420532,0.853935718536377,0.9243713021278381,0.8275976181030273,0.8604077100753784,0.8564392328262329,0.8986201286315918,0.8141872882843018,0.8747512102127075,0.9999997019767761,0.9237717390060425
Vandalism,0.14107893407344818,0.9164688587188721,0.8984941244125366,0.9242681860923767,0.8914717435836792,0.9095401763916016,0.9196693897247314,0.9047436714172363,0.8558174967765808,0.8400827646255493,0.9137498140335083,0.8925522565841675,0.9237717390060425,0.9999999403953552
