row,Normal,Abuse,Arrest,Arson,Assault,Burglary,Explosion,Fighting,RoadAccidents,Robbery,Shooting,Shoplifting,Stealing,Vandalism
Normal,0.206193745136261,0.48670533299446106,0.5317634344100952,0.5151978135108948,0.5082446932792664,0.5176839828491211,0.5788004398345947,0.5211890935897827,0.6398503184318542,0.5943639278411865,0.45620840787887573,0.6698644757270813,0.5201680660247803,0.5661617517471313
Abuse,0.3894316256046295,0.4351288676261902,0.46237272024154663,0.4676477313041687,0.44252562522888184,0.5542932748794556,0.5206707119941711,0.4786621928215027,0.533788800239563,0.6311303377151489,0.37337684631347656,0.6622664928436279,0.5063807964324951,0.5616707801818848
Arrest,0.07433966547250748,0.498953640460968,0.651653528213501,0.5681608319282532,0.5564314126968384,0.5127654075622559,0.5793241262435913,0.5435304045677185,0.6287205815315247,0.5300237536430359,0.5415326356887817,0.6314535140991211,0.4936865270137787,0.5504494905471802
Arson,0.3950274884700775,0.4149724245071411,0.4102461040019989,0.44211727380752563,0.40755724906921387,0.5101147890090942,0.5007044076919556,0.43715745210647583,0.49319881200790405,0.6051132678985596,0.3326095640659332,0.631659746170044,0.49306830763816833,0.5264832973480225
Assault,0.4033232629299164,0.40393030643463135,0.4123833179473877,0.43288466334342957,0.40974247455596924,0.5649853348731995,0.46379655599594116,0.44550180435180664,0.4745924174785614,0.6199378967285156,0.3324105143547058,0.6307604312896729,0.5302804708480835,0.5530558824539185
Burglary,0.3784146010875702,0.3857649564743042,0.4084155857563019,0.4214528501033783,0.40157777070999146,0.5469973683357239,0.4780718982219696,0.4296954870223999,0.4788292646408081,0.6011410355567932,0.33283713459968567,0.6410282850265503,0.4971603751182556,0.5220358371734619
Explosion,0.443441778421402,0.3782850503921509,0.35369816422462463,0.3925939202308655,0.372839093208313,0.5135387182235718,0.4658287763595581,0.40553414821624756,0.4383123517036438,0.6045949459075928,0.28261637687683105,0.609345555305481,0.4785309433937073,0.5095231533050537
Fighting,0.4161846339702606,0.3931342363357544,0.38300395011901855,0.40643420815467834,0.3891555070877075,0.5111384391784668,0.4451081156730652,0.4381321966648102,0.44685888290405273,0.5991401672363281,0.3051913380622864,0.6065371632575989,0.49686819314956665,0.5132232308387756
RoadAccidents,0.24186943471431732,0.45478707551956177,0.520811915397644,0.507246732711792,0.47988271713256836,0.5276092290878296,0.5495419502258301,0.49228420853614807,0.6314906477928162,0.575161337852478,0.4353833794593811,0.6327928900718689,0.5150574445724487,0.5730862021446228
Robbery,0.2715488076210022,0.4689626097679138,0.5462924242019653,0.5069522857666016,0.4934066832065582,0.5562654733657837,0.5529372692108154,0.5140770077705383,0.5853271484375,0.6110910177230835,0.45571839809417725,0.6837707757949829,0.5194122195243835,0.5700220465660095
Shooting,0.4228459596633911,0.33284345269203186,0.35141831636428833,0.3659408688545227,0.33374306559562683,0.48099517822265625,0.41313207149505615,0.37526243925094604,0.41240161657333374,0.5644270181655884,0.2865622043609619,0.5796294808387756,0.44003888964653015,0.46880075335502625
Shoplifting,0.34748125076293945,0.38787373900413513,0.38741976022720337,0.3827211260795593,0.3826559782028198,0.49225062131881714,0.4498617351055145,0.41301393508911133,0.45946961641311646,0.5800127983093262,0.32801640033721924,0.658832848072052,0.4769095778465271,0.49292194843292236
Stealing,0.28551536798477173,0.4865339696407318,0.5480860471725464,0.5169196724891663,0.5041886568069458,0.566434383392334,0.5735273361206055,0.5279842615127563,0.5994447469711304,0.6323292255401611,0.4629153907299042,0.700154185295105,0.5175896883010864,0.5738427639007568
Vandalism,0.4383755326271057,0.33978837728500366,0.3613734543323517,0.3577173352241516,0.339755117893219,0.4934121072292328,0.41560888290405273,0.3809281885623932,0.4326329827308655,0.5727623105049133,0.27034056186676025,0.600913405418396,0.45772427320480347,0.4978116750717163
