eval_video_label,prompt_class_name,prompt_class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin
Abuse,Normal,0,0,pedestrians walking calmly along an ordinary street,42.57902298850574,5.059662684369175,0.5424503087997437,0.5882917642593384,-0.04584145545959473
Abuse,Normal,0,1,people waiting and talking in a public area,47.00431034482759,5.721681983973264,0.5060451626777649,0.5337424278259277,-0.027697265148162842
Abuse,Normal,0,2,vehicles moving steadily through regular traffic,43.42672413793103,4.913698875945207,0.6154527068138123,0.6565377116203308,-0.041085004806518555
Abuse,Normal,0,3,customers standing calmly near store counters,31.350574712643674,4.1064227381190515,0.4810217320919037,0.5668307542800903,-0.08580902218818665
Abuse,Normal,0,4,people entering and exiting buildings at normal pace,37.931034482758626,4.650594983239417,0.5637764930725098,0.6153614521026611,-0.05158495903015137
Abuse,Abuse,1,0,a vulnerable victim enduring repeated close range mistreatment,56.02011494252874,6.238511831788708,0.9771198034286499,0.935034453868866,0.042085349559783936
Abuse,Abuse,1,1,a stronger aggressor controlling a weaker victim indoors,48.83979885057471,5.494165010713078,0.9729933738708496,0.9301026463508606,0.042890727519989014
Abuse,Abuse,1,2,a helpless person recoiling from sustained physical abuse,58.408764367816076,6.552280297555585,0.7079355120658875,0.6171033382415771,0.0908321738243103
Abuse,Abuse,1,3,a defenseless victim shielding from repeated aggressive contact,49.29597701149425,5.463810137833016,0.9840244054794312,0.951174795627594,0.03284960985183716
Abuse,Abuse,1,4,an aggressor dragging or overpowering a vulnerable person,53.32255747126437,5.882383892463154,0.9525928497314453,0.8897370100021362,0.06285583972930908
Abuse,Arrest,2,0,uniformed police placing handcuffs on a detained suspect,58.915229885057464,7.39453983911385,0.9332053065299988,0.8732113838195801,0.0599939227104187
Abuse,Arrest,2,1,officers escorting a handcuffed person toward a patrol car,62.14080459770115,7.151602518417823,0.730549156665802,0.6314682960510254,0.09908086061477661
Abuse,Arrest,2,2,a handcuffed suspect standing between multiple police officers,57.0294540229885,6.465857441698159,0.9442241787910461,0.877167284488678,0.06705689430236816
Abuse,Arrest,2,3,law enforcement securing a suspect during formal custody,59.615660919540225,6.83600273373133,0.7419697046279907,0.6437962055206299,0.09817349910736084
Abuse,Arrest,2,4,a detained person kneeling while officers apply restraints,56.37212643678161,6.411790837648204,0.9427483677864075,0.876823365688324,0.0659250020980835
Abuse,Arson,3,0,a person lighting material before flames spread,66.6558908045977,8.133687593087869,0.7928217053413391,0.7291972041130066,0.06362450122833252
Abuse,Arson,3,1,a person pouring accelerant before fire grows,63.26508620689656,7.450922295837353,0.6255852580070496,0.5394812226295471,0.08610403537750244
Abuse,Arson,3,2,a lighter touching a surface before ignition starts,62.99209770114942,7.240549943588857,0.9155542254447937,0.8557025194168091,0.05985170602798462
Abuse,Arson,3,3,small flames expanding after deliberate human ignition,61.37212643678161,7.009524813890565,0.6956511735916138,0.6161320209503174,0.07951915264129639
Abuse,Arson,3,4,a person retreating as planted fire begins spreading,55.70402298850574,6.325397006324715,0.9937785863876343,0.9858835339546204,0.007895052433013916
